attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,internet_access,tutoring_sessions,family_income,teacher_quality,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,hours_studied_scaled,previous_scores_scaled,school_type_public,motivation_level_encoded
66,Medium,Medium,Yes,6,Yes,1,Medium,Medium,Positive,3,No,College,Near,Female,66,0.5051333822819205,0.3425580332819744,1,1
86,Medium,Medium,No,6,Yes,3,Medium,High,Neutral,3,No,College,Near,Male,70,-0.1626495121255974,0.4120116692730346,1,1
63,Medium,Medium,No,8,Yes,2,Low,High,Positive,2,No,High School,Near,Male,67,1.339862000291318,0.8981871212104565,1,1
67,Medium,Medium,Yes,7,Yes,1,Medium,Low,Neutral,3,No,College,Moderate,Female,65,0.338187658680041,0.27310439729091407,0,1
79,Medium,Medium,Yes,9,Yes,1,Low,Medium,Neutral,3,Yes,High School,Near,Female,63,-0.1626495121255974,-1.0465146865392312,1,0
86,High,Low,No,8,Yes,3,Low,Medium,Positive,3,No,College,Near,Female,68,-0.8304324065331153,0.27310439729091407,1,1
66,Low,Medium,Yes,8,Yes,0,Medium,Medium,Positive,3,Yes,High School,Near,Male,63,0.8390248294856795,-0.6992465065839297,1,1
67,Medium,High,Yes,8,Yes,3,Medium,High,Positive,5,No,College,Moderate,Male,63,-1.8321067481443922,-1.4632365024855927,0,1
68,Medium,Medium,Yes,5,Yes,1,High,Medium,Negative,4,No,College,Near,Female,68,0.6720791058837999,1.1065480291836374,1,2
70,Medium,Medium,Yes,6,Yes,2,Low,Medium,Negative,0,Yes,College,Moderate,Female,60,-1.1643238537368743,-1.532690138476653,1,1
69,Medium,Medium,No,10,Yes,0,Medium,Medium,Neutral,2,No,High School,Near,Female,67,1.339862000291318,0.4814653052640949,0,2
76,Low,Low,Yes,4,Yes,0,Low,Low,Positive,3,No,College,Far,Male,65,0.17124193507816154,1.6621771171121196,1,2
86,High,Low,Yes,7,Yes,0,Low,High,Neutral,2,No,College,Near,Male,68,0.6720791058837999,-1.4632365024855927,1,1
78,Medium,Low,No,8,Yes,0,Medium,Medium,Neutral,2,Yes,High School,Moderate,Female,62,0.004296211476282077,-0.9770610505481708,1,1
91,Medium,Low,No,4,Yes,2,Medium,Medium,Neutral,4,Yes,Postgraduate,Near,Female,65,-1.8321067481443922,0.8981871212104565,1,0
89,Medium,Medium,Yes,6,Yes,1,Low,Medium,Positive,3,No,High School,Near,Male,66,-0.8304324065331153,-1.3937828664945324,0,2
65,Medium,Medium,Yes,10,Yes,3,Medium,High,Neutral,4,No,High School,Near,Male,67,0.6720791058837999,1.1760016651746976,1,0
62,Low,High,Yes,7,No,1,High,Medium,Negative,2,No,High School,Moderate,Female,60,0.17124193507816154,-1.7410510464498339,1,0
95,Low,High,Yes,6,Yes,2,Medium,Medium,Neutral,4,No,Postgraduate,Far,Female,74,1.1729162766894383,1.3149089371568181,1,2
63,Low,Low,Yes,7,Yes,1,High,Medium,Neutral,4,No,High School,Near,Male,62,0.338187658680041,-1.532690138476653,1,1
66,Low,Medium,Yes,6,Yes,0,High,Medium,Negative,3,No,College,Moderate,Male,61,-0.9973781301349948,1.4538162091389386,1,0
61,Medium,Medium,No,10,Yes,0,Medium,High,Neutral,4,No,High School,Near,Male,63,-0.8304324065331153,1.2454553011657579,1,2
85,Medium,Low,No,6,Yes,2,Low,Medium,Neutral,3,No,College,Far,Male,66,0.17124193507816154,0.13419712530879355,1,1
83,Medium,Medium,No,6,Yes,1,Low,Medium,Positive,4,No,Postgraduate,Near,Female,65,-2.3329439189500305,0.9676407572015168,1,1
99,Low,Medium,No,5,Yes,0,Medium,Medium,Positive,3,No,Postgraduate,Near,Male,72,1.6737534474950768,-1.4632365024855927,0,1
95,High,Medium,No,7,Yes,1,Low,Medium,Neutral,2,No,High School,Near,Female,70,0.5051333822819205,-1.254875594512412,0,1
76,High,High,Yes,7,Yes,1,Medium,Medium,Neutral,3,No,Postgraduate,Moderate,Female,71,1.1729162766894383,-0.49088559861074893,1,1
75,High,High,Yes,9,No,1,High,High,Neutral,2,Yes,College,Moderate,Male,64,-1.4982153009406332,0.13419712530879355,0,1
72,Medium,High,No,5,Yes,1,High,Medium,Positive,2,No,College,Near,Male,70,1.1729162766894383,1.2454553011657579,1,0
66,Medium,Medium,No,8,Yes,2,Medium,Low,Neutral,3,No,High School,Near,Male,68,2.1745906183007153,0.13419712530879355,1,1
66,Low,High,Yes,7,No,1,Medium,Medium,Neutral,3,No,High School,Near,Male,61,-1.3312695773387537,0.5509189412551552,1,1
65,High,Medium,Yes,4,Yes,1,High,Medium,Positive,2,No,High School,Near,Male,68,0.8390248294856795,0.6203725772462154,1,2
65,Low,Medium,No,6,Yes,1,Low,High,Positive,2,No,Postgraduate,Near,Female,64,0.004296211476282077,1.3149089371568181,1,1
70,Medium,High,Yes,6,Yes,2,Medium,Medium,Positive,4,No,High School,Near,Female,64,-1.4982153009406332,0.9676407572015168,1,0
72,Medium,High,Yes,10,Yes,2,Medium,High,Neutral,4,No,Postgraduate,Near,Female,71,0.5051333822819205,1.6621771171121196,0,1
98,Medium,High,Yes,8,Yes,0,Medium,Medium,Positive,2,No,College,Moderate,Female,72,0.8390248294856795,-1.6715974104587736,0,1
83,Medium,Medium,Yes,7,Yes,0,High,Medium,Positive,1,No,College,Moderate,Female,66,-0.6634866829312358,-1.0465146865392312,1,1
100,Low,Medium,Yes,4,Yes,4,Low,High,Positive,3,No,High School,Near,Female,74,1.1729162766894383,1.523269845129999,1,0
75,Medium,Medium,Yes,4,Yes,3,Medium,High,Positive,3,Yes,Postgraduate,Moderate,Male,65,-1.6651610245425126,1.0370943931925771,1,1
78,High,High,No,8,Yes,1,Low,Medium,Neutral,3,No,High School,Near,Female,64,-1.4982153009406332,-0.8381537785660502,1,0
73,High,Medium,Yes,8,Yes,1,Medium,High,Positive,4,No,College,Moderate,Male,69,0.17124193507816154,1.6621771171121196,1,1
67,Medium,Medium,No,6,No,1,Low,Medium,Negative,3,Yes,College,Near,Male,62,0.004296211476282077,1.2454553011657579,1,0
66,Medium,Medium,Yes,7,Yes,2,Medium,Medium,Negative,2,No,Postgraduate,Moderate,Male,62,-0.6634866829312358,-1.532690138476653,1,2
98,Low,Low,Yes,7,Yes,2,Low,Low,Positive,3,No,Postgraduate,Near,Female,72,0.8390248294856795,1.1065480291836374,1,1
99,Medium,High,No,7,Yes,1,Medium,Medium,Neutral,3,No,High School,Near,Female,73,0.5051333822819205,0.9676407572015168,1,2
62,Medium,Low,No,6,Yes,1,Medium,Medium,Positive,4,No,Postgraduate,Moderate,Female,64,0.8390248294856795,-0.9770610505481708,1,2
66,Medium,Medium,No,8,Yes,2,Medium,High,Neutral,3,No,High School,Near,Female,65,-0.1626495121255974,0.5509189412551552,1,1
77,High,High,Yes,9,Yes,1,Low,Medium,Positive,1,No,High School,Near,Male,70,0.6720791058837999,1.6621771171121196,1,1
67,Medium,Medium,Yes,6,Yes,1,High,High,Neutral,3,No,Postgraduate,Moderate,Female,66,-0.4965409593293564,0.6203725772462154,1,2
75,Low,High,No,5,Yes,1,High,Medium,Positive,2,No,College,Moderate,Female,70,2.007644894698836,1.1065480291836374,1,0
65,Medium,High,Yes,6,Yes,2,Medium,Medium,Positive,3,No,High School,Near,Female,63,-0.8304324065331153,-1.3937828664945324,0,0
78,Low,Low,No,7,Yes,1,Low,High,Positive,4,No,High School,Near,Male,69,2.1745906183007153,0.759279849228336,1,1
71,High,Medium,Yes,8,Yes,0,Medium,Medium,Neutral,2,No,High School,Near,Male,64,0.004296211476282077,-1.0465146865392312,1,0
74,Low,Medium,No,8,Yes,2,Medium,Medium,Positive,5,No,Postgraduate,Moderate,Female,63,-1.3312695773387537,-1.4632365024855927,0,1
64,Medium,Medium,No,8,Yes,2,Medium,Medium,Negative,3,No,Postgraduate,Near,Male,66,1.339862000291318,0.20365076129985382,0,0
77,Medium,Medium,Yes,8,Yes,2,High,Medium,Positive,1,No,College,Moderate,Female,68,0.17124193507816154,0.8981871212104565,0,0
99,Medium,Medium,Yes,7,Yes,0,High,High,Neutral,3,No,High School,Near,Male,97,0.8390248294856795,0.13419712530879355,1,1
73,Low,Low,No,9,Yes,2,Medium,High,Neutral,1,No,High School,Near,Female,67,1.1729162766894383,1.523269845129999,1,1
95,Medium,Medium,No,7,Yes,0,Medium,Medium,Positive,4,No,College,Near,Male,71,0.338187658680041,0.6898262132372758,0,1
94,Low,Low,Yes,8,Yes,2,Low,High,Positive,2,No,College,Near,Female,66,-0.6634866829312358,-1.3243292305034722,1,0
98,Medium,Low,Yes,7,Yes,2,Low,Medium,Neutral,2,Yes,Postgraduate,Moderate,Male,72,1.005970553087559,1.523269845129999,1,1
92,High,Medium,Yes,7,Yes,2,Low,Low,Neutral,4,No,Postgraduate,Near,Female,70,0.004296211476282077,-1.1854219585213517,1,0
86,Medium,Medium,Yes,7,Yes,1,Low,Medium,Neutral,3,No,High School,Far,Male,69,0.6720791058837999,0.8981871212104565,1,1
94,Medium,Low,Yes,9,Yes,2,Medium,Medium,Negative,3,No,Postgraduate,Near,Female,66,-2.165998195348151,-1.254875594512412,1,2
63,High,High,No,7,Yes,2,Medium,High,Positive,3,No,Postgraduate,Near,Female,69,0.5051333822819205,1.7316307531031798,0,0
79,Medium,Medium,Yes,6,No,2,Medium,High,Positive,3,No,College,Near,Male,65,-0.6634866829312358,-0.5603392346018092,0,0
100,High,High,No,6,Yes,0,Low,Medium,Neutral,4,No,College,Moderate,Female,75,1.6737534474950768,-0.004710146673327003,1,1
91,Low,Medium,No,8,Yes,2,Low,High,Positive,2,No,Postgraduate,Moderate,Male,70,0.6720791058837999,-0.14361741865544755,0,1
98,High,Low,Yes,6,Yes,1,Medium,Medium,Positive,3,No,High School,Near,Male,70,0.17124193507816154,-1.3937828664945324,1,0
91,Medium,High,Yes,7,Yes,2,Low,High,Negative,2,No,High School,Far,Male,69,0.5051333822819205,-0.004710146673327003,1,0
95,High,Medium,No,7,Yes,2,Low,Low,Neutral,2,No,College,Near,Female,68,-0.9973781301349948,-1.254875594512412,1,1
88,Low,Medium,Yes,6,Yes,4,High,Medium,Negative,2,No,College,Moderate,Male,73,1.6737534474950768,1.0370943931925771,0,2
90,Medium,Medium,Yes,5,Yes,0,Medium,High,Neutral,3,No,College,Moderate,Male,74,2.007644894698836,1.5927234811210593,1,2
81,Low,Low,No,5,Yes,0,High,Medium,Positive,2,No,College,Moderate,Female,66,0.338187658680041,1.0370943931925771,1,1
97,High,Medium,Yes,6,Yes,1,Low,High,Positive,2,No,High School,Far,Female,74,1.6737534474950768,-0.21307105464650783,1,2
93,Medium,Low,Yes,5,Yes,3,High,Medium,Positive,2,No,High School,Moderate,Male,67,-0.4965409593293564,-1.7410510464498339,1,0
94,High,Medium,Yes,8,Yes,1,Medium,Medium,Positive,2,No,College,Far,Female,67,-0.8304324065331153,-1.6021437744677132,0,0
87,Medium,High,No,10,Yes,3,Medium,Medium,Neutral,2,No,College,Near,Female,70,0.004296211476282077,-0.004710146673327003,0,0
72,Low,High,Yes,6,Yes,1,High,High,Neutral,2,No,High School,Near,Male,67,0.5051333822819205,0.6203725772462154,1,1
61,Medium,Low,Yes,6,Yes,3,Medium,High,Positive,3,No,College,Moderate,Female,80,-0.3295952357274769,1.1065480291836374,1,2
97,Medium,High,Yes,6,Yes,1,Low,Low,Negative,2,No,College,Moderate,Male,70,0.5051333822819205,0.3425580332819744,1,0
83,High,Medium,No,8,Yes,4,High,High,Negative,4,Yes,High School,Near,Female,71,0.338187658680041,1.6621771171121196,1,0
72,Medium,Low,No,8,Yes,4,High,Medium,Positive,2,Yes,College,Near,Male,64,-0.9973781301349948,-0.004710146673327003,0,2
66,High,High,Yes,7,Yes,1,Medium,Medium,Positive,3,No,College,Moderate,Female,68,0.5051333822819205,0.3425580332819744,1,1
93,Medium,Medium,No,5,Yes,0,Low,Medium,Neutral,3,No,High School,Far,Male,68,0.8390248294856795,-0.9076074145571106,1,1
93,Medium,Medium,Yes,6,No,1,High,Medium,Positive,3,No,High School,Near,Female,69,0.17124193507816154,-0.5603392346018092,1,1
93,High,Low,Yes,7,Yes,1,Medium,Medium,Neutral,2,No,Postgraduate,Near,Male,72,1.1729162766894383,0.6203725772462154,0,0
86,Medium,Medium,No,7,Yes,0,Low,Medium,Negative,5,No,College,Near,Male,65,-1.1643238537368743,0.3425580332819744,0,1
75,Low,Low,Yes,7,Yes,1,High,Low,Neutral,4,Yes,High School,Near,Male,64,0.5051333822819205,-0.49088559861074893,0,1
72,Medium,High,No,8,Yes,1,Low,High,Positive,4,No,Postgraduate,Moderate,Female,64,-1.1643238537368743,-1.3243292305034722,1,0
60,Low,Medium,No,5,Yes,1,Low,Medium,Positive,4,Yes,High School,Far,Male,58,-1.1643238537368743,-0.5603392346018092,1,2
93,High,Medium,Yes,7,Yes,2,Medium,High,Neutral,3,No,High School,Near,Male,69,-0.6634866829312358,-1.6021437744677132,1,0
63,High,Low,No,7,Yes,1,Low,Medium,Neutral,3,No,High School,Near,Male,61,-0.9973781301349948,0.27310439729091407,1,1
85,High,High,Yes,6,Yes,0,Medium,High,Neutral,2,No,College,Moderate,Female,68,-0.4965409593293564,-0.6297928705928695,1,1
80,High,Medium,Yes,6,Yes,1,Low,Low,Neutral,4,Yes,College,Near,Male,66,-0.1626495121255974,-0.4214319626196886,0,0
81,Medium,Medium,No,8,Yes,1,Medium,Medium,Neutral,4,No,College,Near,Female,68,0.8390248294856795,0.27310439729091407,1,0
97,Low,High,No,5,Yes,2,Low,High,Positive,3,No,College,Moderate,Male,70,-0.3295952357274769,0.27310439729091407,1,0
61,High,Low,Yes,10,Yes,4,High,High,Positive,2,Yes,College,Moderate,Male,62,-1.6651610245425126,0.27310439729091407,1,1
91,Medium,Medium,No,8,Yes,2,Medium,High,Neutral,3,No,High School,Near,Male,71,1.1729162766894383,-0.004710146673327003,0,0
62,Medium,Medium,No,7,Yes,0,Low,High,Negative,3,No,Postgraduate,Moderate,Female,61,-0.8304324065331153,-0.07416378266438728,1,2
62,High,Medium,Yes,7,Yes,1,Medium,Low,Negative,3,No,College,Near,Male,64,0.004296211476282077,1.1065480291836374,1,0
77,Medium,Low,No,8,Yes,1,Low,Low,Positive,2,No,College,Near,Male,65,0.5051333822819205,-0.14361741865544755,1,1
63,Low,Medium,Yes,6,Yes,3,Medium,High,Negative,1,No,High School,Near,Male,63,0.17124193507816154,0.13419712530879355,1,0
92,High,Medium,Yes,6,Yes,4,Low,Low,Positive,3,No,High School,Near,Female,74,1.1729162766894383,1.6621771171121196,0,0
81,Medium,High,No,9,Yes,2,Medium,High,Neutral,2,No,College,Near,Male,68,0.5051333822819205,-1.1159683225302914,1,0
61,High,Medium,Yes,6,Yes,2,High,High,Neutral,3,No,High School,Near,Female,65,-0.8304324065331153,0.759279849228336,1,2
62,Medium,Medium,No,7,Yes,2,Medium,Medium,Neutral,2,No,College,Moderate,Male,66,2.1745906183007153,-0.07416378266438728,1,0
85,Medium,High,Yes,6,Yes,1,Medium,High,Neutral,2,Yes,High School,Moderate,Male,69,0.17124193507816154,1.1760016651746976,1,1
92,Low,Medium,Yes,7,Yes,2,High,Medium,Positive,2,No,College,Near,Male,69,-0.1626495121255974,-0.3519783266286284,0,0
78,High,Medium,No,8,Yes,3,Medium,Medium,Positive,3,No,College,Near,Female,70,1.005970553087559,-0.6992465065839297,1,1
82,Medium,Medium,Yes,10,Yes,3,High,High,Positive,4,No,High School,Near,Female,70,0.17124193507816154,-1.0465146865392312,1,2
92,Medium,Medium,Yes,6,Yes,1,Medium,Medium,Positive,3,No,High School,Near,Male,71,0.338187658680041,1.3149089371568181,1,1
84,Medium,Medium,No,5,Yes,1,Medium,Medium,Neutral,3,No,High School,Near,Female,72,2.508482065504474,0.759279849228336,1,1
69,Medium,Low,No,7,Yes,1,Low,High,Neutral,4,No,High School,Moderate,Male,61,-0.3295952357274769,-1.4632365024855927,1,1
85,Medium,High,Yes,6,No,1,Medium,Medium,Neutral,3,No,High School,Near,Female,68,-0.3295952357274769,0.759279849228336,0,2
85,Medium,Low,Yes,7,Yes,3,Low,Medium,Neutral,3,No,High School,Near,Male,66,0.17124193507816154,-1.6021437744677132,0,1
89,Medium,Medium,Yes,8,Yes,1,Low,High,Neutral,4,No,High School,Near,Male,70,1.005970553087559,-1.1159683225302914,1,0
85,Medium,Low,No,10,No,0,Low,High,Positive,3,No,College,Near,Female,63,-1.4982153009406332,0.3425580332819744,1,0
99,Medium,High,Yes,6,Yes,1,Medium,Medium,Positive,3,No,High School,Far,Female,68,-1.9990524717462717,-0.14361741865544755,1,1
68,Low,Medium,Yes,4,No,1,Medium,Medium,Negative,4,No,College,Near,Male,62,-0.6634866829312358,1.1760016651746976,1,1
98,Medium,High,No,7,Yes,3,Medium,Medium,Neutral,3,No,College,Near,Male,69,-1.6651610245425126,0.3425580332819744,0,0
82,Medium,Medium,Yes,8,Yes,3,Medium,High,Positive,4,No,High School,Moderate,Male,69,-0.4965409593293564,1.5927234811210593,1,1
87,Medium,Low,Yes,6,Yes,1,High,High,Positive,4,No,Postgraduate,Near,Female,72,0.5051333822819205,1.2454553011657579,0,1
64,High,Medium,Yes,7,Yes,2,Low,High,Positive,3,No,High School,Near,Male,64,-0.8304324065331153,-0.5603392346018092,1,1
75,Low,Medium,No,7,No,2,Low,High,Positive,4,No,College,Moderate,Female,63,-1.4982153009406332,1.1760016651746976,1,1
91,Medium,Medium,Yes,7,Yes,1,Low,Medium,Negative,3,No,Postgraduate,Moderate,Male,70,0.004296211476282077,1.2454553011657579,1,2
88,Low,Medium,Yes,8,No,1,Low,Low,Neutral,4,No,Postgraduate,Near,Male,69,0.8390248294856795,1.5927234811210593,0,0
62,High,High,No,7,Yes,1,Medium,High,Positive,2,No,High School,Near,Male,61,-1.6651610245425126,-1.6715974104587736,0,1
82,High,High,No,8,Yes,2,Low,Medium,Neutral,3,No,High School,Moderate,Male,70,0.8390248294856795,1.3149089371568181,1,0
64,Medium,Medium,Yes,4,Yes,1,Medium,Medium,Neutral,2,No,College,Near,Male,64,0.8390248294856795,-1.532690138476653,1,0
100,High,High,Yes,6,Yes,0,Medium,High,Negative,4,No,Postgraduate,Near,Male,76,1.005970553087559,0.06474348931773327,1,2
96,Medium,Medium,Yes,6,Yes,2,Medium,Medium,Neutral,2,No,College,Near,Female,73,1.1729162766894383,-0.2825246906375681,1,1
61,Low,Low,Yes,5,Yes,2,Medium,Medium,Negative,3,No,High School,Near,Male,67,2.1745906183007153,1.4538162091389386,1,1
94,Medium,Medium,Yes,7,No,2,Medium,High,Negative,3,No,College,Near,Female,69,-0.3295952357274769,-0.3519783266286284,1,1
97,Medium,Medium,Yes,6,Yes,2,Medium,Medium,Positive,4,No,College,Near,Male,72,0.17124193507816154,0.3425580332819744,0,0
74,Medium,Medium,No,6,Yes,4,Medium,Medium,Negative,3,No,College,Moderate,Female,66,-0.3295952357274769,0.6898262132372758,0,1
89,Medium,Medium,Yes,8,Yes,3,Medium,High,Positive,3,No,Postgraduate,Near,Female,70,0.004296211476282077,-1.6715974104587736,1,1
78,Medium,High,Yes,7,Yes,2,Medium,Medium,Positive,4,No,Postgraduate,Near,Female,73,1.5068077238931974,0.3425580332819744,1,1
86,High,Medium,Yes,5,No,2,High,Medium,Positive,3,No,Postgraduate,Near,Female,68,-1.3312695773387537,0.06474348931773327,1,0
74,Medium,High,No,6,Yes,2,High,Medium,Negative,3,No,Postgraduate,Moderate,Male,66,-0.8304324065331153,0.3425580332819744,1,1
73,Low,Medium,Yes,8,Yes,4,Medium,Medium,Neutral,1,No,High School,Near,Female,67,1.339862000291318,-1.4632365024855927,0,1
77,Medium,Low,No,7,No,3,Medium,High,Positive,3,No,High School,Near,Female,67,1.005970553087559,-1.532690138476653,0,2
66,Medium,High,Yes,9,No,0,Low,Medium,Positive,3,No,High School,Near,Male,62,-0.3295952357274769,-1.1159683225302914,0,1
93,Low,Medium,No,8,Yes,2,Medium,Medium,Positive,3,No,College,Near,Male,72,0.8390248294856795,1.2454553011657579,1,1
74,Low,High,Yes,6,Yes,0,Medium,Low,Positive,4,No,High School,Far,Male,65,0.338187658680041,-0.49088559861074893,1,1
76,Medium,Low,Yes,9,Yes,1,High,Medium,Positive,3,No,High School,Near,Male,69,1.5068077238931974,-0.21307105464650783,1,1
96,Medium,High,No,9,Yes,2,Low,Low,Positive,2,Yes,High School,Near,Male,69,0.004296211476282077,-0.3519783266286284,1,1
80,High,Medium,Yes,4,No,0,Low,Medium,Positive,4,No,College,Moderate,Male,69,1.005970553087559,0.759279849228336,1,1
82,Low,Low,Yes,7,Yes,0,Medium,Medium,Positive,3,No,High School,Near,Male,69,2.6754277891063536,-0.8381537785660502,0,1
98,Low,Medium,Yes,6,Yes,1,Medium,Low,Neutral,2,No,High School,Near,Female,69,0.6720791058837999,-1.532690138476653,1,1
95,Medium,High,Yes,7,Yes,0,Medium,High,Neutral,3,No,High School,Near,Male,70,0.004296211476282077,-0.4214319626196886,1,0
67,High,Low,No,6,Yes,6,Low,Medium,Positive,3,Yes,Postgraduate,Moderate,Female,67,0.6720791058837999,0.759279849228336,0,1
79,Medium,High,Yes,6,Yes,3,Medium,Low,Positive,3,Yes,Postgraduate,Near,Male,69,-0.3295952357274769,1.4538162091389386,1,1
99,Medium,Medium,Yes,8,Yes,0,Medium,High,Neutral,5,No,College,Near,Male,75,2.3415363419025947,-1.532690138476653,1,1
75,Low,Medium,Yes,5,Yes,2,Low,Low,Neutral,3,No,High School,Near,Male,66,0.17124193507816154,1.1065480291836374,1,1
75,Medium,Low,Yes,7,Yes,0,High,High,Neutral,2,No,High School,Near,Male,63,-0.3295952357274769,-1.532690138476653,1,1
68,Medium,Medium,Yes,5,Yes,3,Medium,High,Negative,4,No,Postgraduate,Moderate,Male,64,-0.8304324065331153,-0.5603392346018092,0,1
65,Medium,Medium,Yes,9,Yes,2,High,Medium,Positive,2,No,Postgraduate,Moderate,Female,66,1.1729162766894383,-1.6715974104587736,0,1
90,Medium,Medium,Yes,7,Yes,1,Medium,Medium,Positive,4,No,College,Moderate,Male,72,0.8390248294856795,1.4538162091389386,1,1
91,Medium,High,No,8,Yes,3,Medium,High,Neutral,4,No,College,Moderate,Female,71,-0.4965409593293564,0.6898262132372758,1,2
99,Low,Medium,Yes,7,Yes,0,High,High,Positive,2,No,High School,Far,Male,70,0.5051333822819205,-0.49088559861074893,0,1
91,High,Medium,No,7,Yes,2,Low,Medium,Positive,2,No,College,Near,Male,67,-1.4982153009406332,-0.4214319626196886,0,1
70,Medium,Low,No,7,Yes,0,High,High,Positive,3,No,High School,Near,Female,65,0.17124193507816154,0.4814653052640949,1,2
62,High,High,Yes,9,Yes,3,Low,Medium,Neutral,4,No,High School,Near,Male,65,0.5051333822819205,-1.4632365024855927,0,0
99,Medium,Medium,Yes,6,Yes,0,Low,Medium,Neutral,4,No,Postgraduate,Near,Male,73,1.6737534474950768,-1.254875594512412,1,1
74,Medium,Medium,Yes,4,Yes,1,Medium,Medium,Positive,3,No,Postgraduate,Near,Male,66,-0.8304324065331153,1.1760016651746976,0,0
72,Low,Medium,Yes,6,Yes,0,Low,Medium,Neutral,4,No,Postgraduate,Near,Male,62,-1.3312695773387537,-1.0465146865392312,1,2
96,Medium,High,No,5,Yes,2,High,Medium,Positive,2,No,High School,Near,Male,71,-0.8304324065331153,0.759279849228336,0,1
83,Medium,High,No,8,Yes,3,High,Medium,Neutral,5,Yes,High School,Near,Male,66,-1.3312695773387537,-0.9770610505481708,1,1
69,High,High,Yes,7,No,1,Low,Medium,Neutral,2,No,College,Far,Male,65,1.339862000291318,-1.4632365024855927,1,0
96,Medium,High,Yes,8,Yes,0,High,Medium,Positive,2,No,High School,Near,Female,75,1.5068077238931974,1.3843625731478784,0,1
100,High,Medium,No,7,Yes,2,Low,Medium,Positive,4,No,College,Near,Male,74,0.338187658680041,1.3843625731478784,1,1
63,Medium,Low,Yes,7,Yes,1,Medium,High,Neutral,3,No,High School,Moderate,Male,65,1.1729162766894383,0.3425580332819744,0,2
94,Medium,Medium,No,7,Yes,2,Low,Medium,Positive,3,No,Postgraduate,Near,Female,71,0.17124193507816154,-0.14361741865544755,0,0
76,High,Low,Yes,9,Yes,1,Low,Medium,Negative,1,No,Postgraduate,Near,Female,65,-0.1626495121255974,0.20365076129985382,1,0
81,Medium,Low,Yes,7,Yes,0,Low,Medium,Neutral,2,No,College,Near,Male,65,-0.3295952357274769,-0.3519783266286284,0,2
97,Medium,Low,No,9,Yes,0,Low,Medium,Neutral,4,No,High School,Moderate,Female,67,-0.3295952357274769,0.8981871212104565,1,1
99,Medium,Low,Yes,9,Yes,2,Low,Medium,Neutral,2,No,High School,Moderate,Male,67,-1.4982153009406332,0.8981871212104565,1,1
70,Medium,Medium,No,7,Yes,2,Medium,Medium,Positive,1,No,High School,Near,Male,66,0.338187658680041,1.1065480291836374,1,1
69,High,Medium,Yes,7,Yes,1,Medium,Medium,Positive,3,No,High School,Near,Female,67,0.004296211476282077,0.06474348931773327,1,2
63,Medium,Medium,No,6,No,2,Low,Medium,Neutral,5,No,Postgraduate,Near,Female,66,0.6720791058837999,1.0370943931925771,0,1
82,Low,High,No,9,Yes,0,Medium,Medium,Negative,2,No,High School,Near,Male,65,0.17124193507816154,-1.1854219585213517,1,1
61,High,Medium,Yes,6,No,1,Low,Medium,Neutral,3,No,High School,Far,Female,59,-0.1626495121255974,-1.6021437744677132,1,0
76,High,High,Yes,6,Yes,4,Low,High,Positive,4,No,High School,Moderate,Female,69,-0.8304324065331153,0.4814653052640949,0,1
63,Medium,Medium,No,7,Yes,2,Low,High,Negative,3,No,High School,Near,Male,63,0.004296211476282077,-1.3937828664945324,1,2
76,Low,Medium,No,5,Yes,1,Medium,Medium,Neutral,4,Yes,High School,Moderate,Male,65,0.6720791058837999,0.20365076129985382,0,2
62,Medium,Low,No,6,Yes,2,Low,Medium,Neutral,4,No,High School,Near,Male,61,-1.1643238537368743,0.759279849228336,1,2
93,Low,Medium,No,9,Yes,0,Medium,High,Neutral,1,No,Postgraduate,Far,Female,68,0.17124193507816154,-0.3519783266286284,1,1
68,Medium,High,Yes,8,Yes,3,Low,Medium,Neutral,2,No,College,Moderate,Male,65,0.17124193507816154,-1.6021437744677132,1,1
73,Low,Low,No,6,No,1,Low,Medium,Negative,2,No,College,Near,Female,61,-0.6634866829312358,1.3149089371568181,0,1
95,Medium,High,Yes,8,Yes,0,Low,Medium,Positive,3,No,Postgraduate,Moderate,Male,69,-0.6634866829312358,-1.6021437744677132,0,1
90,Low,Medium,Yes,10,Yes,2,High,High,Neutral,4,No,College,Near,Male,72,0.17124193507816154,1.3843625731478784,0,2
69,Medium,Low,Yes,7,No,2,Medium,Medium,Negative,3,Yes,High School,Near,Female,59,-1.1643238537368743,-1.532690138476653,0,2
63,Medium,Medium,No,9,Yes,0,High,High,Negative,2,No,College,Moderate,Female,63,0.338187658680041,0.8287334852193963,1,0
89,Medium,Medium,Yes,8,Yes,3,Low,High,Negative,3,No,High School,Near,Male,69,-0.8304324065331153,1.4538162091389386,1,2
76,Low,Low,No,7,Yes,1,Low,High,Neutral,1,No,Postgraduate,Near,Male,67,1.005970553087559,1.3843625731478784,1,2
91,Low,Medium,No,7,No,1,Medium,Medium,Negative,3,Yes,College,Moderate,Male,70,2.3415363419025947,1.3843625731478784,1,1
78,Medium,High,No,8,Yes,0,Low,Medium,Positive,4,No,Postgraduate,Moderate,Male,67,-0.8304324065331153,1.3149089371568181,0,2
74,Medium,Medium,Yes,6,No,1,Low,Medium,Positive,2,No,College,Near,Male,66,0.5051333822819205,0.06474348931773327,1,1
